原表序号,名称,位置,收录状态,合并后编号,审核说明,免费/付费,是否可过夜,是否可用卡式炉,是否有厕所,是否可开车直达,特色亮点,清洗后描述,原表完整描述,笔记1,笔记1关联,笔记2,笔记2关联,笔记3,笔记3关联,笔记1点赞,笔记1收藏,笔记1评论,总互动量,实拍图1,图片1审核,实拍图2,图片2审核,实拍图3,图片3审核,实拍图4,图片4审核,实拍图5,图片5审核,实拍图6,图片6审核,实拍图7,图片7审核,实拍图8,图片8审核,实拍图9,图片9审核
90,临安免费露营钓鱼营地,杭州临安（杭州1h直达）,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,溪水、溪流、湖景、水库、大草坪、可看日出、瀑布、可烧烤,"临安免费露营钓鱼营地。小众, 环境安静, 野趣十足。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。","临安免费露营钓鱼营地。小众, 环境安静, 野趣十足。可以烧烤, 可以溯溪, 可以玩桨板, 可以钓鱼。Tips: 徒步路线相对陡峭，注意安全，多人结伴出行！",https://www.xiaohongshu.com/explore/69d5f06a00000000220005c7,地点关联待核,https://www.xiaohongshu.com/explore/69d35f4a000000001a029472,地点关联待核,https://www.xiaohongshu.com/explore/69bbdc4f000000002301edcf,地点关联待核,430,508,58,2273,https://img01.yzcdn.cn/upload_files/2026/09/22/liJvuus7elbJc35B4CWndB4cl0mx.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lketcDCXBViS75SZ0FTSxX0FESLr.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lv8yjtooVSyatQk_03_hYWsxjLO4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FhsOrnOnpI2Cq2qb3hUvdDdevkbv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FuO_Vg3MV1O3XdebRHYC0pnl0Y-z.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liaL1Y-EzEySCVWryZKVhV_Gd4BF.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lltPAZZ0tMzep5J12uuYn7JYCB4A.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loqvpixOkW232GpQ4mUUxdQ0mqqo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmn19CROEh2PlWle3QsjMMStpPk4.png,exclude
91,壶源溪·横搓村,杭州富阳·壶源溪横搓村,待核,,现有来源为壶源溪钓点合集，仅提供钓鱼位置，缺少该地点独立露营依据。,付费,是,是,是,是,湖景、山顶、可看星空、可烧烤、可溯溪、可桨板、适合亲子、萤火虫,"壶源溪·横搓村。可以玩桨板, 可以烧烤, 可以溯溪。","壶源溪·横搓村。可以玩桨板, 可以烧烤, 可以溯溪",https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,575,651,127,2262,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing,https://img01.yzcdn.cn/upload_files/2026/09/14/ljqqpys7GT_lyaNym0oxTNII1Ywo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loEmS3fK04g-zJE7Vuxyp1nnkwOo.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnv2aUPVcAzNOBcMaqOESMnPveSi.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FrK-Rt-0aIiSY7TcD1H_8QTlqTOv.png,exclude
92,南湖公园（余杭）,孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到,已合并,C003,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可看日落、可带宠物,南湖公园（余杭）。人少小众。,南湖公园（余杭），位于孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到。人少小众,https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a032ece000000003502db7c,地点关联待核,https://www.xiaohongshu.com/explore/64222da6000000001300cc17,地点关联待核,976,724,91,2233,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/luxzhfLvsfaFpjIvaWtEAQQ-IPgU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lonjbX9fudFvktFg5bPvshOeyXxh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjQoEFl9MyBVm9zABxNXFXt0YvNe.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FoXbzMhSisIyzDKOR2ko5RDG4qFn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
93,舒服露营地,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,待核,,无法确认独立营地身份、名称含糊或存在跨地点错配,免费,是,是,是,是,河边、大草坪、草坪、可烧烤、可钓鱼,"舒服露营地。适合拍照。可以钓鱼, 可以烧烤。","舒服露营地，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以钓鱼, 可以烧烤",https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/694fa7a8000000001f00c9db,地点关联待核,https://www.xiaohongshu.com/explore/69b3ae15000000001a02b63c,地点关联待核,455,423,97,2225,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/loiL_E3cG4P1LGgoZoQIifvv85vn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lsS3GiboLFXhlzeZQJJuW60Sa4F4.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lv3R1QdPZV-8hij8dcFiKm3FlmoK.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmsJhfaxQVjwo-K6f9razTnatFvm.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/21/Fgs0TQ19hwrGQFt6P-gEG5kX587n.png,exclude
94,南湖公园,孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到,已合并,C003,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、可看日落、可带宠物,南湖公园。人少小众。,南湖公园，位于孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到。人少小众,https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a032ece000000003502db7c,地点关联待核,https://www.xiaohongshu.com/explore/64222da6000000001300cc17,地点关联待核,976,724,91,2212,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/luxzhfLvsfaFpjIvaWtEAQQ-IPgU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lonjbX9fudFvktFg5bPvshOeyXxh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjQoEFl9MyBVm9zABxNXFXt0YvNe.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FoXbzMhSisIyzDKOR2ko5RDG4qFn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpBSproNpEPWvRsysjr1bm34CodT.png,exclude
95,花屿溪营地,安吉（杭州自驾1h）,已合并,C160,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,溪水、溪边、湖景、山顶、可看星空、可烧烤、可溯溪、可桨板,"花屿溪营地。可以玩桨板, 可以烧烤, 可以溯溪。","花屿溪营地。可以玩桨板, 可以烧烤, 可以溯溪",https://www.xiaohongshu.com/explore/6a64d927000000000301fbbe,地点关联待核,https://www.xiaohongshu.com/explore/6aa895980000000026009728,地点关联待核,https://www.xiaohongshu.com/explore/69f4aa37000000001b02162f,地点关联待核,575,651,127,2198,https://img01.yzcdn.cn/upload_files/2026/09/14/FoUcBRJegHOoeDw9JkXaqqMpSwlu.png,exclude,https://sns-na-i1.xhscdn.com/notes_pre_post/1040g3k832325ndg6na004165r4csblh8onagvko?imageView2/2/w/1440/format/png/q/45&redImage/frame/0&ap=1&sc=DETAIL&sign=da80ef9bd197acb067cb2e1817e72a5e&t=6aa7e6f4,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FoDAA3LVqduEr2YaxJaGCDFLFdSN.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FjFCUbCQ9UXmP1usHTXVCdvQsunh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FsIWXERZFLhwOut7d6yVPvX4BvgD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/Fj8LvchgZdDRTl2vbI-3yVbh8GXl.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FvT-9T_HqfCiGSjrvx9ywT7OrzPC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FnWrMk18QVdFned9d8KJ0I6TCwk2.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqHk2hiJrl9q0mrsVQYC-SyMj09d.png,existing
96,白马湖公园,孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到,已合并,C013,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、大草坪、草坪、适合亲子、可带宠物,白马湖公园。人少小众。,白马湖公园，位于孤山公园鲁迅铜像前的草坪，平湖秋月对面小路进去就到。人少小众,https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a032ece000000003502db7c,地点关联待核,https://www.xiaohongshu.com/explore/6aa8ddca00000000120377ee,地点关联已检查,976,724,91,2156,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/luxzhfLvsfaFpjIvaWtEAQQ-IPgU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lonjbX9fudFvktFg5bPvshOeyXxh.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FjQoEFl9MyBVm9zABxNXFXt0YvNe.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FoXbzMhSisIyzDKOR2ko5RDG4qFn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FkXb4S4iUbfquWzPleLoSBXiREsF.png,exclude
97,径山双溪绿道廊架,杭州余杭·径山双溪,待核,,来源主要为游览、徒步、溯溪或农场介绍，未能定位有独立露营依据的营位；本次暂缓展示，待补充地点与露营证据。,付费,未知,是,是,是,溪水、溪边、大草坪、沙滩、可烧烤、可玩水、可溯溪、可桨板,"径山双溪绿道廊架。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板。","径山双溪绿道廊架。可以捞鱼, 可以烧烤, 可以溯溪, 可以玩桨板",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/6a44d42a000000002103f7fa,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,798,167,25,2150,https://img01.yzcdn.cn/upload_files/2026/09/21/Fv1BXMZRgLvdJ5D6nJhJwhGGBWU9.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/ltBxBPLiTv3eXeBDbEICTFSlkcZU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FvRs1rhUCn8qXJwa0Y-zHH-dNR-5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FqkgEuofRYtLN6pH_kpjjfwQOf0p.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FtbVyLnqfi3c02CqsBLX1Cw3JRw8.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FmnV1ve7U9aVNrtH81DzBdUTE3dH.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FnvK5jOBiPFwEP1u2R33EwLAra-l.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/lnptKBPSA7SFrie_ZR6ZeRwJ1II-.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FvyH7icOLswkqeSlHF9Xq7m8XVxk.png,exclude
98,阿里公园,杭州余杭·闲林,已合并,C004,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,河边、湖景、大草坪、树林、适合亲子、可带宠物,"阿里公园。小众, 人少小众。可以捞鱼。","阿里公园。小众, 人少小众。可以捞鱼",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a9f7dbe000000000d026191,地点关联待核,https://www.xiaohongshu.com/explore/6aa4e459000000002601f282,地点关联待核,976,724,91,2126,https://img01.yzcdn.cn/upload_files/2026/09/22/lhwcW6T4vnR62KzxnCBQ26kZNiJO.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/loNJ1eAHKRNGl1-TMuR8_2Vez103.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljwFct2B_5PGJgAdErhORrljjXDL.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltkaW6zyaw-fzsrtQ1FCA121DuPM.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lnZ6aqqx1toBUMMuxm4p6kNfbe3U.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lvYCV4rBot5sfOoJlO2xDJckEHRu.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/ln8xa3pVX-YUXhFr96X4ttXRW7Ta.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lkgsIj_CMTaoCjPf3Nv4c2PoOE32.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FsfD0rjPG7xaJynhxfshynwFlmg6.png,exclude
99,山屿露营·大清谷店,杭州西湖区·大清谷,已合并,C207,同地点合并，逐字段采用通过检查的主数据,付费,未知,是,未知,未知,森林、可烧烤、适合亲子,山屿露营·大清谷店。适合拍照。可以烧烤。,山屿露营·大清谷店。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/66fd82c8000000002c028394,地点关联待核,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,798,167,25,2115,https://img01.yzcdn.cn/upload_files/2026/09/22/ll5Aerejqe5g2jMC3Kk8a8BLjKQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrLKAsxJTTZumoJN0Apn_ShN8Hbt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lslFb7IK5MP47y9zGy-4OLvzO4f5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ls0_HWjSNPCu3R-6QGl8F8zY9I5C.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lo588mu8eZ_71u6wNChEEBTS4LGt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpgAQi6jWLVCbndSsVCKotocsLk6.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltk9Aj4l4l_l6hLjbFawYQd9BfQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljXW-99-QyhxjrOE33-X3UL9ioLk.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqxTZcR0GgwAQPwSSMhrJGCjaIcp.png,exclude
100,青年林（钱塘江水杉林）,杭州钱塘区·青年林,已合并,C010,同地点合并，逐字段采用通过检查的主数据,付费,未知,是,是,是,森林、可烧烤、适合亲子,青年林（钱塘江水杉林）。适合拍照。可以烧烤。,青年林（钱塘江水杉林）。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/66fd82c8000000002c028394,地点关联待核,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,798,167,25,2115,https://img01.yzcdn.cn/upload_files/2026/09/22/ll5Aerejqe5g2jMC3Kk8a8BLjKQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrLKAsxJTTZumoJN0Apn_ShN8Hbt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lslFb7IK5MP47y9zGy-4OLvzO4f5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ls0_HWjSNPCu3R-6QGl8F8zY9I5C.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lo588mu8eZ_71u6wNChEEBTS4LGt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpgAQi6jWLVCbndSsVCKotocsLk6.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ltk9Aj4l4l_l6hLjbFawYQd9BfQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ljXW-99-QyhxjrOE33-X3UL9ioLk.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lqxTZcR0GgwAQPwSSMhrJGCjaIcp.png,exclude
101,青年林,云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址,已合并,C010,同地点合并，逐字段采用通过检查的主数据,付费,是,是,是,是,大草坪、森林、可烧烤、适合亲子,青年林。适合拍照。可以烧烤。,青年林，位于云龙湾大桥附近#不过夜露营[话题]#  ，最后一张图是具体导航地址。适合拍照。可以烧烤,https://www.xiaohongshu.com/explore/68dbb20e00000000040017b6,地点关联待核,https://www.xiaohongshu.com/explore/66fd82c8000000002c028394,地点关联待核,https://www.xiaohongshu.com/explore/69c4d72f000000001d01f918,地点关联待核,455,423,97,2100,https://img01.yzcdn.cn/upload_files/2026/09/22/lplof5NOiHnFtvtOSL6JjjHLm3pA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lmdqLizADGR__xAO-g2fKP8SdGJP.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liXB4IEsuMIPFHpwgdPXHl5M8rsn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/liHe1_USz_ijN-2_-czXdkWBfysa.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ll5Aerejqe5g2jMC3Kk8a8BLjKQC.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lrLKAsxJTTZumoJN0Apn_ShN8Hbt.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lslFb7IK5MP47y9zGy-4OLvzO4f5.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ls0_HWjSNPCu3R-6QGl8F8zY9I5C.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lgzUV9PqTi7zyJZ_1m6KFXxdxGVq.png,exclude
102,大明山牵牛岗,杭州临安大明山牵牛岗（上海出发330公里约4小时）,已合并,C150,同地点合并，逐字段采用通过检查的主数据,付费,是,是,是,是,河边、大草坪、可烧烤、可溯溪、适合亲子,"大明山牵牛岗。环境安静。可以烧烤, 可以溯溪。","大明山牵牛岗，位于龙岗屋角头，往水泥路一直开到底就可以到。。环境安静。可以烧烤, 可以溯溪",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/69cb97fd00000000210045e8,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,798,167,25,2090,,,,,,,,,,,,,,,,,,
103,建德新安江绿道驿站,杭州建德·新安江,已合并,C200,同地点合并，逐字段采用通过检查的主数据,免费,是,是,未知,是,可烧烤、可桨板,"建德新安江绿道驿站。小众, 适合拍照, 环境安静。可以玩桨板, 可以骑行, 可以烧烤。","建德新安江绿道驿站。小众, 适合拍照, 环境安静。可以玩桨板, 可以骑行, 可以烧烤。Tips: 这条路很窄，但车极少，适合慢慢开、沿途有好几个停车场🅿️，停车很方便。",https://www.xiaohongshu.com/explore/69eefc81000000003601b053,地点关联待核,https://www.xiaohongshu.com/explore/6a93e3cb000000002903e3e0,地点关联待核,https://www.xiaohongshu.com/explore/69d9ecbe0000000023013bef,地点关联待核,798,167,25,2082,https://img01.yzcdn.cn/upload_files/2026/09/22/lgadCzNIoJSseHpsDD8tlpZFwwqD.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/lpOMXvD-QjvlMfqTbiZcXDFNfMVE.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/FthHiD7nCKeoIW2gK-jv2fkapfe3.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/22/ll3dfpF4wJRtx0YdRNB0v-kGg87J.png,exclude,https://sns-na-i11.xhscdn.com/1040g008324g2b1v272004a66gjnku9sclqntja8?imageView2/2/w/576/format/webp/q/87%7CimageMogr2/strip&redImage/frame/0&ap=5&sc=SRH_PRV&sign=490d885b1a2475f3b1087f0fd371e3d0&t=6a9c1e31,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lk9qaso5tA3LXqkcVLXUc2THODGs.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqusS3hdVnZFc57CRVjXYoKP5csy.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lmJKGibRi1DH_ulSWtebQL_4G-6Q.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/lqtX-K7zIS5etqbn8_j90BBq4GLc.png,exclude
104,枫岭村大草坪,杭州余杭·枫岭村,已合并,C163,同地点合并，逐字段采用通过检查的主数据,免费,是,是,未知,是,大草坪、可看日落、可烧烤、可钓鱼、可路亚、可桨板、适合亲子,"枫岭村大草坪。小众, 人少小众。可以玩桨板, 可以钓鱼, 可以烧烤。","枫岭村大草坪，位于惠城区新屋公园。小众, 人少小众。可以玩桨板, 可以钓鱼, 可以烧烤。Tips: ▫垃圾带走，爱护环境",https://www.xiaohongshu.com/explore/691dcb24000000001f0048a8,地点关联已检查,https://www.xiaohongshu.com/explore/699f0146000000001d011610,地点关联待核,https://www.xiaohongshu.com/explore/64b2958c000000003102f78d,地点关联待核,567,800,107,2072,https://img01.yzcdn.cn/upload_files/2026/03/27/FteoN9g0oWNvbyQz4Ml2XY1aQRzj.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/Fs4UuiCH4YOun0EqdY-4JR8_RuFB.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FtxA0X5KuFrtB3ssn_2dmjJviBaZ.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FvBLaIUi5TMS0ddrqn_q_4muh4rf.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/Fu_DcJfnmTelIMDeLcGNDmtJwaSY.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FtbrjdQTC3TBowgCURNfTdMOhC29.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FkZKte4GIMoX2EFcUtWL7Q9MFmin.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FjLEE0QvGKoCm3jBBAP6K0RAqNHn.png,exclude,https://img01.yzcdn.cn/upload_files/2026/03/27/FhcC5upVaYR814_zFxj3aGlfSDR1.png,exclude
105,安吉湿地,安吉,已合并,C032,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,湖景、水库、大草坪、树林、可烧烤、可钓鱼、可玩水、适合亲子,"安吉湿地。适合拍照。可以钓鱼, 可以烧烤, 可以玩水。","安吉湿地。适合拍照。可以钓鱼, 可以烧烤, 可以玩水",https://www.xiaohongshu.com/explore/67c41eab000000002902cae0,地点关联待核,https://www.xiaohongshu.com/explore/6a38af6f0000000016026a7e,地点关联待核,https://www.xiaohongshu.com/explore/690b503400000000030101f8,地点关联待核,983,726,91,2058,https://img01.yzcdn.cn/upload_files/2026/09/21/FtudB_Vk-rjEI8vXLrlYwwnqrdqv.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/lqP7p6mdSeTn1xIwObQtfFwd9CSU.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FhO_-RVbVZO-SsuiC24FdeLqYY9U.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/ligY6rgRBc8VRAOy2AyDzsMr1D98.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FkMgAPA_SzqbD9KI19_6Kq5uVPXA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/14/FlDfwl-BQTkGairqQqvWpnP9BUIA.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FqQEZBwjKAA_goclPmMS1t2GVhg1.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FonPuU_f0Hj5XCEp-kOiy-U792yc.png,exclude,https://img01.yzcdn.cn/upload_files/2026/09/21/FlbLB38luudZq3r2RCMsK5S6QM8D.png,exclude
106,安顶山茶山,云雾茶镇南侧地上停车场,已合并,C182,同地点合并，逐字段采用通过检查的主数据,免费,是,是,是,是,水库、大草坪、山顶、可烧烤、适合亲子、可徒步、可爬山,"安顶山茶山。小众, 环境安静。可以爬山, 可以徒步, 可以烧烤。","安顶山茶山，位于富阳湘溪村。小众, 环境安静。可以爬山, 可以徒步, 可以烧烤",https://www.xiaohongshu.com/explore/69f1f63b000000003601b2ee,地点关联已检查,https://www.xiaohongshu.com/explore/6485d8630000000013016bd7,地点关联待核,https://www.xiaohongshu.com/explore/69368b92000000000d034dd3,地点关联待核,299,517,33,2057,,,,,,,,,,,,,,,,,,
